Species,PairwiseComparison,sequence_ids,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_tree,blast_hit,GO_term
Physalia physalis,Tentacular palpon/Gastrozooid,329727,3911.7533878731247,5.547469825407954,0.271677337315661,20.419332286676408,1.1259255537264287e-92,1.7684912672381015e-88,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,384625,4475.92461388333,10.184574477612191,0.5215353482270793,19.528061735861044,6.340046826335884e-85,9.958311550125774e-81,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,344971,46775.696500211176,7.526192286731996,0.3904239120591114,19.27697575447814,8.38370251705957e-83,1.3168281543545465e-78,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,318635,1556.5394604539729,8.937891730544735,0.47594173070342793,18.779382336015782,1.1136803158209322e-78,1.7492576720599384e-74,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,347935,3357.5698464253587,7.388500196283272,0.39682455136551587,18.61906016363819,2.2513054383176407e-77,3.536125451965518e-73,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,378485,836.5373324166303,6.025149810906304,0.3247666863896107,18.552240926823856,7.822184914268543e-77,1.22863058448416e-72,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,348994,31066.100815187987,5.609993836652297,0.3095409344082245,18.123592756406822,2.0758631487959547e-73,3.260558247813806e-69,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,318632,2468.2729444950173,7.461271888632188,0.4250202917368137,17.55509568294318,5.437528585686258e-69,8.540726149537406e-65,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,339356,2051.4087777524583,10.726734212619697,0.6122995567890773,17.51876854014252,1.0303148203222213e-68,1.6183154882801132e-64,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,384624,3104.357899131516,7.752176215538638,0.45649951324089416,16.981784187462704,1.1202794660582034e-64,1.75962295733762e-60,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,318631,3204.4046080702715,6.159971401598905,0.36366008841470254,16.938816212832062,2.327614807766955e-64,3.655984578559556e-60,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,359825,1591.200954345458,9.924849733650193,0.5917394960763538,16.77232937713112,3.88957126761046e-63,6.109349590035749e-59,NA,P19579|CAPA_BACAN Capsule biosynthesis protein CapA,NA
Physalia physalis,Tentacular palpon/Gastrozooid,370631,8308.010188727658,9.272836613657244,0.5535645180907881,16.751139768926517,5.555169017372277e-63,8.725503975586636e-59,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,313465,12205.790416145226,4.84067765107652,0.28936364115163193,16.728700370963036,8.098619773076289e-63,1.2720502077570928e-58,bffaaa9ac4f851761ebd5702b47a447a,P58659|EVA1C_MOUSE Protein eva-1 homolog C,NA
Physalia physalis,Tentacular palpon/Gastrozooid,376739,3553.7522677286597,4.8277510542080675,0.2915495754830877,16.558937004825506,1.380107883611494e-61,2.1677354527885735e-57,NA,P24367|PPIB_CHICK Peptidyl-prolyl cis-trans isomerase B,NA
Physalia physalis,Tentacular palpon/Gastrozooid,349207,4429.9226695950465,9.821584329986985,0.6056780356842998,16.215850255970537,3.896476734248629e-59,6.120196006484322e-55,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,351656,2776.437437616661,5.192641109575389,0.3224465448883375,16.103881998095492,2.3958940114316333e-58,3.7632307237556664e-54,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,320138,734.1177824155128,8.352638975616179,0.5205608986049205,16.045459806913794,6.150176422453862e-58,9.660082106748282e-54,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,315431,1847.7799277659044,5.559312104710146,0.3483157982928337,15.960551120441451,2.405974471513916e-57,3.779064102406908e-53,NA,Q8BG58|P4HTM_MOUSE Transmembrane prolyl 4-hydroxylase,GO:0031418;GO:0055114;GO:0016021;GO:0045646;GO:0005783;GO:0018401;GO:0016705;GO:0005506;GO:0032836;GO:0039021;GO:0005509;GO:0051213;GO:0140096
Physalia physalis,Tentacular palpon/Gastrozooid,307468,434.9389854011957,6.22757647639897,0.3927088328145352,15.857999505043143,1.2377409303487095e-56,1.944119679298718e-52,9eee83f7942ce66a3f887991f4e2cbd5,P86177|CSL1_ONCKE L-rhamnose-binding lectin CSL1 {ECO:0000303|Ref.1},NA
Physalia physalis,Tentacular palpon/Gastrozooid,358474,78806.62317314315,6.3001528924902175,0.3979161167352196,15.83286684686474,1.8461446052895756e-56,2.8997393315283365e-52,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,318633,924.8369991461313,6.125028623713265,0.3898300126157536,15.71204993328865,1.2506879555223421e-55,1.9644555717389428e-51,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,369405,2020.5694185174762,6.59472122590219,0.42055965146748947,15.680822453820161,2.045879019529424e-55,3.2134621759748663e-51,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,340901,673.1898613100706,9.170629039299188,0.5884187581463888,15.58520851406591,9.176343841759895e-55,1.4413283272252266e-50,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,310615,3479.480558310935,4.722894562203353,0.30478243568673835,15.495953864800928,3.6943684434294366e-54,5.8027445140946165e-50,NA,P26256|ANX12_HYDVU Annexin-B12,GO:0005544;GO:2000483;GO:0048471;GO:0031965;GO:0005509;GO:0012506;GO:0009986;GO:0032088;GO:0051059;GO:0048306;GO:0042802;GO:0005886;GO:0035374;GO:0015485;GO:0005829;GO:0030855;GO:0045177;GO:0007219;GO:0001786;GO:0005925;GO:0015276;GO:0005262;GO:0042583;GO:0051015;GO:0004711;GO:0023057;GO:0098805;GO:0010648;GO:0098588;GO:0070062;GO:0005525;GO:0062023;GO:0005739;GO:0006357;GO:0008201;GO:0050819;GO:0005770;GO:0005764;GO:0030246;GO:0016021;GO:0003924;GO:0051560;GO:0048705;GO:0006937;GO:0097190;GO:0001778;GO:0003416;GO:0001755;GO:0002062;GO:0006816;GO:0051283;GO:0060348;GO:0016192;GO:1904888;GO:0048706;GO:0001822;GO:0001525;GO:0048562;GO:0034220;GO:0032506;GO:0032940;GO:0008380;GO:0044267;GO:0035556;GO:0036211;GO:0016310;GO:0043043;GO:0034645
Physalia physalis,Tentacular palpon/Gastrozooid,327159,353.4560941849314,4.87578506344159,0.31597350142094377,15.430993553304363,1.0129866672555056e-53,1.5910981582582226e-49,NA,P97449|AMPN_MOUSE Aminopeptidase N,NA
Physalia physalis,Tentacular palpon/Gastrozooid,347424,1500.6809092578442,5.4112054875937865,0.3534764366788772,15.308532411482085,6.706005190722843e-53,1.053312235306837e-48,NA,Q8BG58|P4HTM_MOUSE Transmembrane prolyl 4-hydroxylase,GO:0031418;GO:0055114;GO:0016021;GO:0045646;GO:0005783;GO:0032836;GO:0016705;GO:0039021;GO:0005506;GO:0019511;GO:0005509;GO:0051213;GO:0140096;GO:0016701
Physalia physalis,Tentacular palpon/Gastrozooid,351821,476.8751722347928,6.725085875965189,0.4397107058359466,15.294341908687294,8.339957727957416e-53,1.3099571603302713e-48,NA,Q19673|TYR3_CAEEL Putative tyrosinase-like protein tyr-3,NA
Physalia physalis,Tentacular palpon/Gastrozooid,357672,57368.52735792931,6.901578788323486,0.45129039776992425,15.292988333959705,8.51515085927042e-53,1.3374747454656048e-48,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,386173,114508.12067479653,6.427980168202569,0.42090751610162386,15.271716285177,1.180253380937256e-52,1.853823985438148e-48,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,361982,521.6492998290396,5.567516910568101,0.3665406133856714,15.189358852057138,4.159683034447856e-52,6.533614142207247e-48,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,324134,1506.1218780400243,5.525173611941475,0.36682142110155125,15.062298148645686,2.866468004239546e-51,4.502361294259055e-47,1bf0d13b906d4fb03ff61bbda04e41a8,Q9CZR2|NALD2_MOUSE N-acetylated-alpha-linked acidic dipeptidase 2,NA
Physalia physalis,Tentacular palpon/Gastrozooid,365378,418.7798912066908,5.4312265111503475,0.36135731759253936,15.03007202769451,4.6649825290622425e-51,7.327288058398064e-47,bbc1566e6848719382da07a664f1db23,P07314|GGT1_RAT Gamma-glutamyltranspeptidase 1,GO:0036374;GO:0006751;GO:0006508
Physalia physalis,Tentacular palpon/Gastrozooid,345001,1311.194170256414,6.0022108359488024,0.40039704225321104,14.990647288930283,8.452542531818427e-51,1.3276408554727203e-46,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,314256,1205.532264229722,4.9095534617647525,0.32894423779990184,14.925184568064251,2.260093675354966e-50,3.5499291358800454e-46,NA,Q5SZV5|K0319_MOUSE Dyslexia-associated protein KIAA0319 homolog,NA
Physalia physalis,Tentacular palpon/Gastrozooid,368089,5470.258443472712,4.852484092216736,0.3307704247101472,14.670247790348693,9.997928203461435e-49,1.5703745829176876e-44,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,325844,2742.0332542285514,4.867503842010348,0.3334602637642381,14.596953133377694,2.9367997476801714e-48,4.612831363681246e-44,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,374559,245528.62889615985,7.568610575547826,0.5197081367359101,14.563194301869894,4.815408305822164e-48,7.563561825954873e-44,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,327296,4189.831204066516,4.313664738964631,0.29627961739138153,14.559438063761018,5.087426957638343e-48,7.990821522362546e-44,c1f4d59ca570d087e69c069afa31131e,Q923X5|TAA7D_RAT Trace amine-associated receptor 7d,NA
Physalia physalis,Tentacular palpon/Gastrozooid,336088,601.2256811496994,7.477292269451597,0.5144543446880067,14.534413688324934,7.333876961384661e-48,1.1519320543246887e-43,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,386672,1661.017222958849,8.852761885406423,0.611731534957172,14.471645451507113,1.8304036819533724e-47,2.875015063244162e-43,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,314233,1265.7168293352927,5.830519526724713,0.4041337968306101,14.427201022161814,3.489575115574763e-47,5.48107563403328e-43,87ccfc59f3007dce35d22b2ed8b12ce5,Q54LN4|GGHA_DICDI Gamma-glutamyl hydrolase A,GO:0034722;GO:0006508;GO:0005615;GO:0005773;GO:0006760;GO:0008289;GO:0042470;GO:0016740;GO:0003676;GO:1904724;GO:0035580;GO:0010043;GO:0045471;GO:0032868;GO:0005829;GO:1903561;GO:0005618;GO:0007568;GO:0043312;GO:0016021;GO:0005634;GO:0006869;GO:0006541;GO:0015074
Physalia physalis,Tentacular palpon/Gastrozooid,362851,5444.8755821430805,9.462005838387315,0.6593711970820244,14.350044224346458,1.0646932240958774e-46,1.6723136470873946e-42,NA,,NA
